====================================================================================================
ANALIZADOR LÉXICO PARA RUBY
====================================================================================================

Usuario: Angelo
Fecha: 26/11/2025 20:11:19
Archivo analizado: temp_codigo.rb
====================================================================================================

TOKENS RECONOCIDOS:
----------------------------------------------------------------------------------------------------
Tipo                      Valor                          Línea      Posición  
PARENTESIS_DER            )                              481        17650     
VARIABLE_LOCAL            self                           482        17664     
PUNTO                     .                              482        17668     
VARIABLE_LOCAL            texto_semantico                482        17669     
PUNTO                     .                              482        17684     
VARIABLE_LOCAL            insert                         482        17685     
PARENTESIS_IZQ            (                              482        17691     
STRING                    1.0                            482        17692     
COMA                      ,                              482        17697     
VARIABLE_LOCAL            resultado_semantico            482        17699     
PARENTESIS_DER            )                              482        17718     
VARIABLE_LOCAL            tabla_texto                    485        17780     
ASIGNACION                =                              485        17792     
VARIABLE_LOCAL            self                           485        17794     
PUNTO                     .                              485        17798     
VARIABLE_LOCAL            generar_tabla_simbolos         485        17799     
PARENTESIS_IZQ            (                              485        17821     
VARIABLE_LOCAL            semantico                      485        17822     
PUNTO                     .                              485        17831     
VARIABLE_LOCAL            tabla_simbolos                 485        17832     
PARENTESIS_DER            )                              485        17846     
VARIABLE_LOCAL            self                           486        17860     
PUNTO                     .                              486        17864     
VARIABLE_LOCAL            texto_tabla                    486        17865     
PUNTO                     .                              486        17876     
VARIABLE_LOCAL            delete                         486        17877     
PARENTESIS_IZQ            (                              486        17883     
STRING                    1.0                            486        17884     
COMA                      ,                              486        17889     
STRING                    end                            486        17891     
PARENTESIS_DER            )                              486        17896     
VARIABLE_LOCAL            self                           487        17910     
PUNTO                     .                              487        17914     
VARIABLE_LOCAL            texto_tabla                    487        17915     
PUNTO                     .                              487        17926     
VARIABLE_LOCAL            insert                         487        17927     
PARENTESIS_IZQ            (                              487        17933     
STRING                    1.0                            487        17934     
COMA                      ,                              487        17939     
VARIABLE_LOCAL            tabla_texto                    487        17941     
PARENTESIS_DER            )                              487        17952     
VARIABLE_LOCAL            self                           490        18015     
PUNTO                     .                              490        18019     
VARIABLE_LOCAL            actualizar_contadores          490        18020     
PARENTESIS_IZQ            (                              490        18041     
PARENTESIS_DER            )                              490        18042     
IF                        if                             493        18108     
VARIABLE_LOCAL            os                             493        18111     
PUNTO                     .                              493        18113     
VARIABLE_LOCAL            path                           493        18114     
PUNTO                     .                              493        18118     
VARIABLE_LOCAL            exists                         493        18119     
PARENTESIS_IZQ            (                              493        18125     
VARIABLE_LOCAL            temp_file                      493        18126     
PARENTESIS_DER            )                              493        18135     
DOS_PUNTOS                :                              493        18136     
VARIABLE_LOCAL            os                             494        18154     
PUNTO                     .                              494        18156     
VARIABLE_LOCAL            remove                         494        18157     
PARENTESIS_IZQ            (                              494        18163     
VARIABLE_LOCAL            temp_file                      494        18164     
PARENTESIS_DER            )                              494        18173     
IF                        if                             497        18227     
VARIABLE_LOCAL            self                           497        18230     
PUNTO                     .                              497        18234     
VARIABLE_LOCAL            exito                          497        18235     
DOS_PUNTOS                :                              497        18240     
VARIABLE_LOCAL            self                           498        18258     
PUNTO                     .                              498        18262     
VARIABLE_LOCAL            estado_label                   498        18263     
PUNTO                     .                              498        18275     
VARIABLE_LOCAL            config                         498        18276     
PARENTESIS_IZQ            (                              498        18282     
VARIABLE_LOCAL            text                           499        18304     
ASIGNACION                =                              499        18308     
STRING                    ✅ Análisis completado - Sin errores 499        18309     
COMA                      ,                              499        18346     
VARIABLE_LOCAL            fg                             500        18369     
ASIGNACION                =                              500        18371     
STRING                    #50fa7b                        500        18372     
PARENTESIS_DER            )                              501        18398     
ELSE                      else                           502        18412     
DOS_PUNTOS                :                              502        18416     
VARIABLE_LOCAL            total_errores                  503        18434     
ASIGNACION                =                              503        18448     
VARIABLE_LOCAL            self                           503        18450     
PUNTO                     .                              503        18454     
VARIABLE_LOCAL            errores_lexico                 503        18455     
SUMA                      +                              503        18470     
VARIABLE_LOCAL            self                           503        18472     
PUNTO                     .                              503        18476     
VARIABLE_LOCAL            errores_sintactico             503        18477     
SUMA                      +                              503        18496     
VARIABLE_LOCAL            self                           503        18498     
PUNTO                     .                              503        18502     
VARIABLE_LOCAL            errores_semantico              503        18503     
VARIABLE_LOCAL            self                           504        18537     
PUNTO                     .                              504        18541     
VARIABLE_LOCAL            estado_label                   504        18542     
PUNTO                     .                              504        18554     
VARIABLE_LOCAL            config                         504        18555     
PARENTESIS_IZQ            (                              504        18561     
VARIABLE_LOCAL            text                           505        18583     
ASIGNACION                =                              505        18587     
VARIABLE_LOCAL            f                              505        18588     
STRING                    ❌ Análisis completado - {total_errores} error(es) encontrado(s) 505        18589     
COMA                      ,                              505        18654     
VARIABLE_LOCAL            fg                             506        18676     
ASIGNACION                =                              506        18678     
STRING                    #ff5555                        506        18679     
PARENTESIS_DER            )                              507        18705     
VARIABLE_LOCAL            except                         509        18732     
CONSTANTE                 Exception                      509        18739     
VARIABLE_LOCAL            as                             509        18749     
VARIABLE_LOCAL            e                              509        18752     
DOS_PUNTOS                :                              509        18753     
VARIABLE_LOCAL            messagebox                     510        18767     
PUNTO                     .                              510        18777     
VARIABLE_LOCAL            showerror                      510        18778     
PARENTESIS_IZQ            (                              510        18787     
STRING                    Error                          510        18788     
COMA                      ,                              510        18795     
VARIABLE_LOCAL            f                              510        18797     
STRING                    Error durante el análisis:\n{str(e)} 510        18798     
PARENTESIS_DER            )                              510        18836     
VARIABLE_LOCAL            self                           511        18850     
PUNTO                     .                              511        18854     
VARIABLE_LOCAL            estado_label                   511        18855     
PUNTO                     .                              511        18867     
VARIABLE_LOCAL            config                         511        18868     
PARENTESIS_IZQ            (                              511        18874     
VARIABLE_LOCAL            text                           511        18875     
ASIGNACION                =                              511        18879     
STRING                    ❌ Error en el análisis         511        18880     
COMA                      ,                              511        18904     
VARIABLE_LOCAL            fg                             511        18906     
ASIGNACION                =                              511        18908     
STRING                    #ff5555                        511        18909     
PARENTESIS_DER            )                              511        18918     
PRINT                     print                          512        18932     
PARENTESIS_IZQ            (                              512        18937     
VARIABLE_LOCAL            f                              512        18938     
STRING                    Error detallado: {e}           512        18939     
PARENTESIS_DER            )                              512        18961     
VARIABLE_LOCAL            import                         513        18975     
VARIABLE_LOCAL            traceback                      513        18982     
VARIABLE_LOCAL            traceback                      514        19004     
PUNTO                     .                              514        19013     
VARIABLE_LOCAL            print_exc                      514        19014     
PARENTESIS_IZQ            (                              514        19023     
PARENTESIS_DER            )                              514        19024     
VARIABLE_LOCAL            finally                        516        19047     
DOS_PUNTOS                :                              516        19054     
VARIABLE_LOCAL            self                           517        19068     
PUNTO                     .                              517        19072     
VARIABLE_LOCAL            btn_analizar                   517        19073     
PUNTO                     .                              517        19085     
VARIABLE_LOCAL            config                         517        19086     
PARENTESIS_IZQ            (                              517        19092     
VARIABLE_LOCAL            state                          517        19093     
ASIGNACION                =                              517        19098     
STRING                    normal                         517        19099     
PARENTESIS_DER            )                              517        19107     
DEF                       def                            519        19126     
VARIABLE_LOCAL            generar_tabla_simbolos         519        19130     
PARENTESIS_IZQ            (                              519        19152     
VARIABLE_LOCAL            self                           519        19153     
COMA                      ,                              519        19157     
VARIABLE_LOCAL            tabla                          519        19159     
PARENTESIS_DER            )                              519        19164     
DOS_PUNTOS                :                              519        19165     
STRING                                                   520        19175     
STRING                    Generar texto de la tabla de símbolos 520        19177     
STRING                                                   520        19216     
VARIABLE_LOCAL            texto                          521        19227     
ASIGNACION                =                              521        19233     
STRING                    TABLA DE SÍMBOLOS\n            521        19235     
VARIABLE_LOCAL            texto                          522        19265     
SUMA_ASIG                 +=                             522        19271     
STRING                    =                              522        19274     
MULTIPLICACION            *                              522        19278     
INTEGER                   80                             522        19280     
SUMA                      +                              522        19283     
STRING                    \n\n                           522        19285     
IF                        if                             524        19309     
VARIABLE_LOCAL            tabla                          524        19312     
VARIABLE_LOCAL            and                            524        19318     
VARIABLE_LOCAL            tabla                          524        19322     
PUNTO                     .                              524        19327     
VARIABLE_LOCAL            get                            524        19328     
PARENTESIS_IZQ            (                              524        19331     
STRING                    variables                      524        19332     
PARENTESIS_DER            )                              524        19343     
DOS_PUNTOS                :                              524        19344     
VARIABLE_LOCAL            texto                          525        19358     
SUMA_ASIG                 +=                             525        19364     
STRING                    VARIABLES:\n                   525        19367     
VARIABLE_LOCAL            texto                          526        19394     
SUMA_ASIG                 +=                             526        19400     
STRING                    -                              526        19403     
MULTIPLICACION            *                              526        19407     
INTEGER                   80                             526        19409     
SUMA                      +                              526        19412     
STRING                    \n                             526        19414     
VARIABLE_LOCAL            texto                          527        19431     
SUMA_ASIG                 +=                             527        19437     
VARIABLE_LOCAL            f                              527        19440     
STRING                    {'Nombre':<30} {'Tipo':<20} {'Línea':<15}\n 527        19441     
VARIABLE_LOCAL            texto                          528        19499     
SUMA_ASIG                 +=                             528        19505     
STRING                    -                              528        19508     
MULTIPLICACION            *                              528        19512     
INTEGER                   80                             528        19514     
SUMA                      +                              528        19517     
STRING                    \n                             528        19519     
FOR                       for                            529        19536     
VARIABLE_LOCAL            nombre                         529        19540     
COMA                      ,                              529        19546     
VARIABLE_LOCAL            info                           529        19548     
IN                        in                             529        19553     
VARIABLE_LOCAL            tabla                          529        19556     
CORCHETE_IZQ              [                              529        19561     
STRING                    variables                      529        19562     
CORCHETE_DER              ]                              529        19573     
PUNTO                     .                              529        19574     
VARIABLE_LOCAL            items                          529        19575     
PARENTESIS_IZQ            (                              529        19580     
PARENTESIS_DER            )                              529        19581     
DOS_PUNTOS                :                              529        19582     
VARIABLE_LOCAL            texto                          530        19600     
SUMA_ASIG                 +=                             530        19606     
VARIABLE_LOCAL            f                              530        19609     
STRING                    {nombre:<30} {info['tipo']:<20} {info['linea']:<15}\n 530        19610     
VARIABLE_LOCAL            texto                          531        19678     
SUMA_ASIG                 +=                             531        19684     
VARIABLE_LOCAL            f                              531        19687     
STRING                    \nTotal: {len(tabla['variables'])}\n\n 531        19688     
IF                        if                             533        19746     
VARIABLE_LOCAL            tabla                          533        19749     
VARIABLE_LOCAL            and                            533        19755     
VARIABLE_LOCAL            tabla                          533        19759     
PUNTO                     .                              533        19764     
VARIABLE_LOCAL            get                            533        19765     
PARENTESIS_IZQ            (                              533        19768     
STRING                    constantes                     533        19769     
PARENTESIS_DER            )                              533        19781     
DOS_PUNTOS                :                              533        19782     
VARIABLE_LOCAL            texto                          534        19796     
SUMA_ASIG                 +=                             534        19802     
STRING                    CONSTANTES:\n                  534        19805     
VARIABLE_LOCAL            texto                          535        19833     
SUMA_ASIG                 +=                             535        19839     
STRING                    -                              535        19842     
MULTIPLICACION            *                              535        19846     
INTEGER                   80                             535        19848     
SUMA                      +                              535        19851     
STRING                    \n                             535        19853     
VARIABLE_LOCAL            texto                          536        19870     
SUMA_ASIG                 +=                             536        19876     
VARIABLE_LOCAL            f                              536        19879     
STRING                    {'Nombre':<30} {'Tipo':<20} {'Línea':<15}\n 536        19880     
VARIABLE_LOCAL            texto                          537        19938     
SUMA_ASIG                 +=                             537        19944     
STRING                    -                              537        19947     
MULTIPLICACION            *                              537        19951     
INTEGER                   80                             537        19953     
SUMA                      +                              537        19956     
STRING                    \n                             537        19958     
FOR                       for                            538        19975     
VARIABLE_LOCAL            nombre                         538        19979     
COMA                      ,                              538        19985     
VARIABLE_LOCAL            info                           538        19987     
IN                        in                             538        19992     
VARIABLE_LOCAL            tabla                          538        19995     
CORCHETE_IZQ              [                              538        20000     
STRING                    constantes                     538        20001     
CORCHETE_DER              ]                              538        20013     
PUNTO                     .                              538        20014     
VARIABLE_LOCAL            items                          538        20015     
PARENTESIS_IZQ            (                              538        20020     
PARENTESIS_DER            )                              538        20021     
DOS_PUNTOS                :                              538        20022     
VARIABLE_LOCAL            texto                          539        20040     
SUMA_ASIG                 +=                             539        20046     
VARIABLE_LOCAL            f                              539        20049     
STRING                    {nombre:<30} {info['tipo']:<20} {info['linea']:<15}\n 539        20050     
VARIABLE_LOCAL            texto                          540        20118     
SUMA_ASIG                 +=                             540        20124     
VARIABLE_LOCAL            f                              540        20127     
STRING                    \nTotal: {len(tabla['constantes'])}\n\n 540        20128     
IF                        if                             542        20187     
VARIABLE_LOCAL            tabla                          542        20190     
VARIABLE_LOCAL            and                            542        20196     
VARIABLE_LOCAL            tabla                          542        20200     
PUNTO                     .                              542        20205     
VARIABLE_LOCAL            get                            542        20206     
PARENTESIS_IZQ            (                              542        20209     
STRING                    funciones                      542        20210     
PARENTESIS_DER            )                              542        20221     
DOS_PUNTOS                :                              542        20222     
VARIABLE_LOCAL            texto                          543        20236     
SUMA_ASIG                 +=                             543        20242     
STRING                    FUNCIONES:\n                   543        20245     
VARIABLE_LOCAL            texto                          544        20272     
SUMA_ASIG                 +=                             544        20278     
STRING                    -                              544        20281     
MULTIPLICACION            *                              544        20285     
INTEGER                   80                             544        20287     
SUMA                      +                              544        20290     
STRING                    \n                             544        20292     
VARIABLE_LOCAL            texto                          545        20309     
SUMA_ASIG                 +=                             545        20315     
VARIABLE_LOCAL            f                              545        20318     
STRING                    {'Nombre':<30} {'Parámetros':<35} {'Línea':<15}\n 545        20319     
VARIABLE_LOCAL            texto                          546        20383     
SUMA_ASIG                 +=                             546        20389     
STRING                    -                              546        20392     
MULTIPLICACION            *                              546        20396     
INTEGER                   80                             546        20398     
SUMA                      +                              546        20401     
STRING                    \n                             546        20403     
FOR                       for                            547        20420     
VARIABLE_LOCAL            nombre                         547        20424     
COMA                      ,                              547        20430     
VARIABLE_LOCAL            info                           547        20432     
IN                        in                             547        20437     
VARIABLE_LOCAL            tabla                          547        20440     
CORCHETE_IZQ              [                              547        20445     
STRING                    funciones                      547        20446     
CORCHETE_DER              ]                              547        20457     
PUNTO                     .                              547        20458     
VARIABLE_LOCAL            items                          547        20459     
PARENTESIS_IZQ            (                              547        20464     
PARENTESIS_DER            )                              547        20465     
DOS_PUNTOS                :                              547        20466     
VARIABLE_LOCAL            params                         548        20484     
ASIGNACION                =                              548        20491     
STRING                    ,                              548        20493     
PUNTO                     .                              548        20497     
VARIABLE_LOCAL            join                           548        20498     
PARENTESIS_IZQ            (                              548        20502     
VARIABLE_LOCAL            info                           548        20503     
CORCHETE_IZQ              [                              548        20507     
STRING                    parametros                     548        20508     
CORCHETE_DER              ]                              548        20520     
PARENTESIS_DER            )                              548        20521     
IF                        if                             548        20523     
VARIABLE_LOCAL            info                           548        20526     
CORCHETE_IZQ              [                              548        20530     
STRING                    parametros                     548        20531     
CORCHETE_DER              ]                              548        20543     
ELSE                      else                           548        20545     
STRING                    sin parámetros                 548        20550     
VARIABLE_LOCAL            texto                          549        20583     
SUMA_ASIG                 +=                             549        20589     
VARIABLE_LOCAL            f                              549        20592     
STRING                    {nombre:<30} {params:<35} {info['linea']:<15}\n 549        20593     
VARIABLE_LOCAL            texto                          550        20655     
SUMA_ASIG                 +=                             550        20661     
VARIABLE_LOCAL            f                              550        20664     
STRING                    \nTotal: {len(tabla['funciones'])}\n 550        20665     
IF                        if                             552        20721     
VARIABLE_LOCAL            not                            552        20724     
VARIABLE_LOCAL            tabla                          552        20728     
VARIABLE_LOCAL            or                             552        20734     
PARENTESIS_IZQ            (                              552        20737     
VARIABLE_LOCAL            not                            552        20738     
VARIABLE_LOCAL            tabla                          552        20742     
PUNTO                     .                              552        20747     
VARIABLE_LOCAL            get                            552        20748     
PARENTESIS_IZQ            (                              552        20751     
STRING                    variables                      552        20752     
PARENTESIS_DER            )                              552        20763     
VARIABLE_LOCAL            and                            552        20765     
VARIABLE_LOCAL            not                            552        20769     
VARIABLE_LOCAL            tabla                          552        20773     
PUNTO                     .                              552        20778     
VARIABLE_LOCAL            get                            552        20779     
PARENTESIS_IZQ            (                              552        20782     
STRING                    constantes                     552        20783     
PARENTESIS_DER            )                              552        20795     
VARIABLE_LOCAL            and                            552        20797     
VARIABLE_LOCAL            not                            552        20801     
VARIABLE_LOCAL            tabla                          552        20805     
PUNTO                     .                              552        20810     
VARIABLE_LOCAL            get                            552        20811     
PARENTESIS_IZQ            (                              552        20814     
STRING                    funciones                      552        20815     
PARENTESIS_DER            )                              552        20826     
PARENTESIS_DER            )                              552        20827     
DOS_PUNTOS                :                              552        20828     
VARIABLE_LOCAL            texto                          553        20842     
SUMA_ASIG                 +=                             553        20848     
STRING                    No se encontraron símbolos\n   553        20851     
RETURN                    return                         555        20899     
VARIABLE_LOCAL            texto                          555        20906     
DEF                       def                            557        20929     
VARIABLE_LOCAL            actualizar_contadores          557        20933     
PARENTESIS_IZQ            (                              557        20954     
VARIABLE_LOCAL            self                           557        20955     
PARENTESIS_DER            )                              557        20959     
DOS_PUNTOS                :                              557        20960     
STRING                                                   558        20970     
STRING                    Actualizar los contadores en el resumen 558        20972     
STRING                                                   558        21013     
VARIABLE_LOCAL            self                           559        21024     
PUNTO                     .                              559        21028     
VARIABLE_LOCAL            card_lexico                    559        21029     
PUNTO                     .                              559        21040     
VARIABLE_LOCAL            config                         559        21041     
PARENTESIS_IZQ            (                              559        21047     
VARIABLE_LOCAL            text                           559        21048     
ASIGNACION                =                              559        21052     
VARIABLE_LOCAL            str                            559        21053     
PARENTESIS_IZQ            (                              559        21056     
VARIABLE_LOCAL            self                           559        21057     
PUNTO                     .                              559        21061     
VARIABLE_LOCAL            errores_lexico                 559        21062     
PARENTESIS_DER            )                              559        21076     
PARENTESIS_DER            )                              559        21077     
VARIABLE_LOCAL            self                           560        21087     
PUNTO                     .                              560        21091     
VARIABLE_LOCAL            card_sintactico                560        21092     
PUNTO                     .                              560        21107     
VARIABLE_LOCAL            config                         560        21108     
PARENTESIS_IZQ            (                              560        21114     
VARIABLE_LOCAL            text                           560        21115     
ASIGNACION                =                              560        21119     
VARIABLE_LOCAL            str                            560        21120     
PARENTESIS_IZQ            (                              560        21123     
VARIABLE_LOCAL            self                           560        21124     
PUNTO                     .                              560        21128     
VARIABLE_LOCAL            errores_sintactico             560        21129     
PARENTESIS_DER            )                              560        21147     
PARENTESIS_DER            )                              560        21148     
VARIABLE_LOCAL            self                           561        21158     
PUNTO                     .                              561        21162     
VARIABLE_LOCAL            card_semantico                 561        21163     
PUNTO                     .                              561        21177     
VARIABLE_LOCAL            config                         561        21178     
PARENTESIS_IZQ            (                              561        21184     
VARIABLE_LOCAL            text                           561        21185     
ASIGNACION                =                              561        21189     
VARIABLE_LOCAL            str                            561        21190     
PARENTESIS_IZQ            (                              561        21193     
VARIABLE_LOCAL            self                           561        21194     
PUNTO                     .                              561        21198     
VARIABLE_LOCAL            errores_semantico              561        21199     
PARENTESIS_DER            )                              561        21216     
PARENTESIS_DER            )                              561        21217     
VARIABLE_LOCAL            total_errores                  563        21236     
ASIGNACION                =                              563        21250     
VARIABLE_LOCAL            self                           563        21252     
PUNTO                     .                              563        21256     
VARIABLE_LOCAL            errores_lexico                 563        21257     
SUMA                      +                              563        21272     
VARIABLE_LOCAL            self                           563        21274     
PUNTO                     .                              563        21278     
VARIABLE_LOCAL            errores_sintactico             563        21279     
SUMA                      +                              563        21298     
VARIABLE_LOCAL            self                           563        21300     
PUNTO                     .                              563        21304     
VARIABLE_LOCAL            errores_semantico              563        21305     
VARIABLE_LOCAL            self                           564        21331     
PUNTO                     .                              564        21335     
VARIABLE_LOCAL            exito                          564        21336     
ASIGNACION                =                              564        21342     
PARENTESIS_IZQ            (                              564        21344     
VARIABLE_LOCAL            total_errores                  564        21345     
IGUAL                     ==                             564        21359     
INTEGER                   0                              564        21362     
PARENTESIS_DER            )                              564        21363     
IF                        if                             566        21382     
VARIABLE_LOCAL            self                           566        21385     
PUNTO                     .                              566        21389     
VARIABLE_LOCAL            exito                          566        21390     
DOS_PUNTOS                :                              566        21395     
VARIABLE_LOCAL            self                           567        21409     
PUNTO                     .                              567        21413     
VARIABLE_LOCAL            card_exito                     567        21414     
PUNTO                     .                              567        21424     
VARIABLE_LOCAL            config                         567        21425     
PARENTESIS_IZQ            (                              567        21431     
VARIABLE_LOCAL            text                           567        21432     
ASIGNACION                =                              567        21436     
STRING                    ✓                              567        21437     
COMA                      ,                              567        21440     
VARIABLE_LOCAL            fg                             567        21442     
ASIGNACION                =                              567        21444     
STRING                    #50fa7b                        567        21445     
PARENTESIS_DER            )                              567        21454     
ELSE                      else                           568        21464     
DOS_PUNTOS                :                              568        21468     
VARIABLE_LOCAL            self                           569        21482     
PUNTO                     .                              569        21486     
VARIABLE_LOCAL            card_exito                     569        21487     
PUNTO                     .                              569        21497     
VARIABLE_LOCAL            config                         569        21498     
PARENTESIS_IZQ            (                              569        21504     
VARIABLE_LOCAL            text                           569        21505     
ASIGNACION                =                              569        21509     
STRING                    ✗                              569        21510     
COMA                      ,                              569        21513     
VARIABLE_LOCAL            fg                             569        21515     
ASIGNACION                =                              569        21517     
STRING                    #ff5555                        569        21518     
PARENTESIS_DER            )                              569        21527     
DEF                       def                            571        21546     
VARIABLE_LOCAL            limpiar_resultados             571        21550     
PARENTESIS_IZQ            (                              571        21568     
VARIABLE_LOCAL            self                           571        21569     
PARENTESIS_DER            )                              571        21573     
DOS_PUNTOS                :                              571        21574     
STRING                                                   572        21584     
STRING                    Limpiar todos los resultados anteriores 572        21586     
STRING                                                   572        21627     
VARIABLE_LOCAL            self                           573        21638     
PUNTO                     .                              573        21642     
VARIABLE_LOCAL            errores_lexico                 573        21643     
ASIGNACION                =                              573        21658     
INTEGER                   0                              573        21660     
VARIABLE_LOCAL            self                           574        21670     
PUNTO                     .                              574        21674     
VARIABLE_LOCAL            errores_sintactico             574        21675     
ASIGNACION                =                              574        21694     
INTEGER                   0                              574        21696     
VARIABLE_LOCAL            self                           575        21706     
PUNTO                     .                              575        21710     
VARIABLE_LOCAL            errores_semantico              575        21711     
ASIGNACION                =                              575        21729     
INTEGER                   0                              575        21731     
VARIABLE_LOCAL            self                           576        21741     
PUNTO                     .                              576        21745     
VARIABLE_LOCAL            exito                          576        21746     
ASIGNACION                =                              576        21752     
CONSTANTE                 False                          576        21754     
VARIABLE_LOCAL            self                           578        21777     
PUNTO                     .                              578        21781     
VARIABLE_LOCAL            card_lexico                    578        21782     
PUNTO                     .                              578        21793     
VARIABLE_LOCAL            config                         578        21794     
PARENTESIS_IZQ            (                              578        21800     
VARIABLE_LOCAL            text                           578        21801     
ASIGNACION                =                              578        21805     
STRING                    0                              578        21806     
PARENTESIS_DER            )                              578        21809     
VARIABLE_LOCAL            self                           579        21819     
PUNTO                     .                              579        21823     
VARIABLE_LOCAL            card_sintactico                579        21824     
PUNTO                     .                              579        21839     
VARIABLE_LOCAL            config                         579        21840     
PARENTESIS_IZQ            (                              579        21846     
VARIABLE_LOCAL            text                           579        21847     
ASIGNACION                =                              579        21851     
STRING                    0                              579        21852     
PARENTESIS_DER            )                              579        21855     
VARIABLE_LOCAL            self                           580        21865     
PUNTO                     .                              580        21869     
VARIABLE_LOCAL            card_semantico                 580        21870     
PUNTO                     .                              580        21884     
VARIABLE_LOCAL            config                         580        21885     
PARENTESIS_IZQ            (                              580        21891     
VARIABLE_LOCAL            text                           580        21892     
ASIGNACION                =                              580        21896     
STRING                    0                              580        21897     
PARENTESIS_DER            )                              580        21900     
VARIABLE_LOCAL            self                           581        21910     
