====================================================================================================
ANALIZADOR LÉXICO PARA RUBY
====================================================================================================

Usuario: Angelo
Fecha: 26/11/2025 20:11:19
Archivo analizado: temp_codigo.rb
====================================================================================================

TOKENS RECONOCIDOS:
----------------------------------------------------------------------------------------------------
Tipo                      Valor                          Línea      Posición  
ASIGNACION                =                              136        4336      
CONSTANTE                 True                           136        4337      
PARENTESIS_DER            )                              136        4341      
VARIABLE_LOCAL            codigo_ejemplo                 139        4388      
ASIGNACION                =                              139        4403      
STRING                                                   139        4405      
STRING                    # Escriba o pegue su código Ruby aquí...
# Ejemplo:
nombre = "Ruby"
edad = 25

if edad >= 18
  puts "Mayor de edad"
end 139        4407      
STRING                                                   139        4528      
VARIABLE_LOCAL            self                           140        4539      
PUNTO                     .                              140        4543      
VARIABLE_LOCAL            editor                         140        4544      
PUNTO                     .                              140        4550      
VARIABLE_LOCAL            insert                         140        4551      
PARENTESIS_IZQ            (                              140        4557      
STRING                    1.0                            140        4558      
COMA                      ,                              140        4563      
VARIABLE_LOCAL            codigo_ejemplo                 140        4565      
PARENTESIS_DER            )                              140        4579      
VARIABLE_LOCAL            self                           143        4691      
PUNTO                     .                              143        4695      
VARIABLE_LOCAL            editor                         143        4696      
PUNTO                     .                              143        4702      
VARIABLE_LOCAL            bind                           143        4703      
PARENTESIS_IZQ            (                              143        4707      
STRING                    <KeyRelease>                   143        4708      
COMA                      ,                              143        4722      
VARIABLE_LOCAL            self                           143        4724      
PUNTO                     .                              143        4728      
VARIABLE_LOCAL            actualizar_numeros_linea       143        4729      
PARENTESIS_DER            )                              143        4753      
VARIABLE_LOCAL            self                           144        4763      
PUNTO                     .                              144        4767      
VARIABLE_LOCAL            editor                         144        4768      
PUNTO                     .                              144        4774      
VARIABLE_LOCAL            bind                           144        4775      
PARENTESIS_IZQ            (                              144        4779      
STRING                    <Return>                       144        4780      
COMA                      ,                              144        4790      
VARIABLE_LOCAL            self                           144        4792      
PUNTO                     .                              144        4796      
VARIABLE_LOCAL            actualizar_numeros_linea       144        4797      
PARENTESIS_DER            )                              144        4821      
VARIABLE_LOCAL            self                           145        4831      
PUNTO                     .                              145        4835      
VARIABLE_LOCAL            editor                         145        4836      
PUNTO                     .                              145        4842      
VARIABLE_LOCAL            bind                           145        4843      
PARENTESIS_IZQ            (                              145        4847      
STRING                    <BackSpace>                    145        4848      
COMA                      ,                              145        4861      
VARIABLE_LOCAL            self                           145        4863      
PUNTO                     .                              145        4867      
VARIABLE_LOCAL            actualizar_numeros_linea       145        4868      
PARENTESIS_DER            )                              145        4892      
VARIABLE_LOCAL            self                           146        4902      
PUNTO                     .                              146        4906      
VARIABLE_LOCAL            editor                         146        4907      
PUNTO                     .                              146        4913      
VARIABLE_LOCAL            bind                           146        4914      
PARENTESIS_IZQ            (                              146        4918      
STRING                    <Delete>                       146        4919      
COMA                      ,                              146        4929      
VARIABLE_LOCAL            self                           146        4931      
PUNTO                     .                              146        4935      
VARIABLE_LOCAL            actualizar_numeros_linea       146        4936      
PARENTESIS_DER            )                              146        4960      
VARIABLE_LOCAL            self                           147        4970      
PUNTO                     .                              147        4974      
VARIABLE_LOCAL            editor                         147        4975      
PUNTO                     .                              147        4981      
VARIABLE_LOCAL            bind                           147        4982      
PARENTESIS_IZQ            (                              147        4986      
STRING                    <MouseWheel>                   147        4987      
COMA                      ,                              147        5001      
VARIABLE_LOCAL            self                           147        5003      
PUNTO                     .                              147        5007      
VARIABLE_LOCAL            actualizar_numeros_linea       147        5008      
PARENTESIS_DER            )                              147        5032      
VARIABLE_LOCAL            self                           148        5042      
PUNTO                     .                              148        5046      
VARIABLE_LOCAL            editor                         148        5047      
PUNTO                     .                              148        5053      
VARIABLE_LOCAL            bind                           148        5054      
PARENTESIS_IZQ            (                              148        5058      
STRING                    <Button-1>                     148        5059      
COMA                      ,                              148        5071      
VARIABLE_LOCAL            self                           148        5073      
PUNTO                     .                              148        5077      
VARIABLE_LOCAL            actualizar_numeros_linea       148        5078      
PARENTESIS_DER            )                              148        5102      
VARIABLE_LOCAL            self                           149        5112      
PUNTO                     .                              149        5116      
VARIABLE_LOCAL            editor                         149        5117      
PUNTO                     .                              149        5123      
VARIABLE_LOCAL            bind                           149        5124      
PARENTESIS_IZQ            (                              149        5128      
STRING                    <<Modified>>                   149        5129      
COMA                      ,                              149        5143      
VARIABLE_LOCAL            self                           149        5145      
PUNTO                     .                              149        5149      
VARIABLE_LOCAL            actualizar_numeros_linea       149        5150      
PARENTESIS_DER            )                              149        5174      
VARIABLE_LOCAL            self                           150        5184      
PUNTO                     .                              150        5188      
VARIABLE_LOCAL            editor                         150        5189      
PUNTO                     .                              150        5195      
VARIABLE_LOCAL            bind                           150        5196      
PARENTESIS_IZQ            (                              150        5200      
STRING                    <<Change>>                     150        5201      
COMA                      ,                              150        5213      
VARIABLE_LOCAL            self                           150        5215      
PUNTO                     .                              150        5219      
VARIABLE_LOCAL            actualizar_numeros_linea       150        5220      
PARENTESIS_DER            )                              150        5244      
VARIABLE_LOCAL            self                           151        5254      
PUNTO                     .                              151        5258      
VARIABLE_LOCAL            editor                         151        5259      
PUNTO                     .                              151        5265      
VARIABLE_LOCAL            bind                           151        5266      
PARENTESIS_IZQ            (                              151        5270      
STRING                    <<Paste>>                      151        5271      
COMA                      ,                              151        5282      
VARIABLE_LOCAL            self                           151        5284      
PUNTO                     .                              151        5288      
VARIABLE_LOCAL            actualizar_numeros_linea       151        5289      
PARENTESIS_DER            )                              151        5313      
VARIABLE_LOCAL            self                           152        5323      
PUNTO                     .                              152        5327      
VARIABLE_LOCAL            actualizar_numeros_linea       152        5328      
PARENTESIS_IZQ            (                              152        5352      
PARENTESIS_DER            )                              152        5353      
DEF                       def                            154        5368      
VARIABLE_LOCAL            actualizar_numeros_linea       154        5372      
PARENTESIS_IZQ            (                              154        5396      
VARIABLE_LOCAL            self                           154        5397      
COMA                      ,                              154        5401      
VARIABLE_LOCAL            event                          154        5403      
ASIGNACION                =                              154        5408      
CONSTANTE                 None                           154        5409      
PARENTESIS_DER            )                              154        5413      
DOS_PUNTOS                :                              154        5414      
STRING                                                   155        5424      
STRING                    Actualizar los números de línea dinámicamente 155        5426      
STRING                                                   155        5473      
VARIABLE_LOCAL            try                            156        5484      
DOS_PUNTOS                :                              156        5487      
VARIABLE_LOCAL            num_lines                      158        5560      
ASIGNACION                =                              158        5570      
VARIABLE_LOCAL            int                            158        5572      
PARENTESIS_IZQ            (                              158        5575      
VARIABLE_LOCAL            self                           158        5576      
PUNTO                     .                              158        5580      
VARIABLE_LOCAL            editor                         158        5581      
PUNTO                     .                              158        5587      
VARIABLE_LOCAL            index                          158        5588      
PARENTESIS_IZQ            (                              158        5593      
STRING                    end-1c                         158        5594      
PARENTESIS_DER            )                              158        5602      
PUNTO                     .                              158        5603      
VARIABLE_LOCAL            split                          158        5604      
PARENTESIS_IZQ            (                              158        5609      
STRING                    .                              158        5610      
PARENTESIS_DER            )                              158        5613      
CORCHETE_IZQ              [                              158        5614      
INTEGER                   0                              158        5615      
CORCHETE_DER              ]                              158        5616      
PARENTESIS_DER            )                              158        5617      
VARIABLE_LOCAL            line_numbers_content           161        5675      
ASIGNACION                =                              161        5696      
STRING                    \n                             161        5698      
PUNTO                     .                              161        5702      
VARIABLE_LOCAL            join                           161        5703      
PARENTESIS_IZQ            (                              161        5707      
VARIABLE_LOCAL            str                            161        5708      
PARENTESIS_IZQ            (                              161        5711      
VARIABLE_LOCAL            i                              161        5712      
PARENTESIS_DER            )                              161        5713      
FOR                       for                            161        5715      
VARIABLE_LOCAL            i                              161        5719      
IN                        in                             161        5721      
VARIABLE_LOCAL            range                          161        5724      
PARENTESIS_IZQ            (                              161        5729      
INTEGER                   1                              161        5730      
COMA                      ,                              161        5731      
VARIABLE_LOCAL            num_lines                      161        5733      
SUMA                      +                              161        5743      
INTEGER                   1                              161        5745      
PARENTESIS_DER            )                              161        5746      
PARENTESIS_DER            )                              161        5747      
VARIABLE_LOCAL            self                           164        5817      
PUNTO                     .                              164        5821      
VARIABLE_LOCAL            line_numbers                   164        5822      
PUNTO                     .                              164        5834      
VARIABLE_LOCAL            config                         164        5835      
PARENTESIS_IZQ            (                              164        5841      
VARIABLE_LOCAL            state                          164        5842      
ASIGNACION                =                              164        5847      
STRING                    normal                         164        5848      
PARENTESIS_DER            )                              164        5856      
VARIABLE_LOCAL            self                           165        5870      
PUNTO                     .                              165        5874      
VARIABLE_LOCAL            line_numbers                   165        5875      
PUNTO                     .                              165        5887      
VARIABLE_LOCAL            delete                         165        5888      
PARENTESIS_IZQ            (                              165        5894      
STRING                    1.0                            165        5895      
COMA                      ,                              165        5900      
STRING                    end                            165        5902      
PARENTESIS_DER            )                              165        5907      
VARIABLE_LOCAL            self                           166        5921      
PUNTO                     .                              166        5925      
VARIABLE_LOCAL            line_numbers                   166        5926      
PUNTO                     .                              166        5938      
VARIABLE_LOCAL            insert                         166        5939      
PARENTESIS_IZQ            (                              166        5945      
STRING                    1.0                            166        5946      
COMA                      ,                              166        5951      
VARIABLE_LOCAL            line_numbers_content           166        5953      
PARENTESIS_DER            )                              166        5973      
VARIABLE_LOCAL            self                           167        5987      
PUNTO                     .                              167        5991      
VARIABLE_LOCAL            line_numbers                   167        5992      
PUNTO                     .                              167        6004      
VARIABLE_LOCAL            config                         167        6005      
PARENTESIS_IZQ            (                              167        6011      
VARIABLE_LOCAL            state                          167        6012      
ASIGNACION                =                              167        6017      
STRING                    disabled                       167        6018      
PARENTESIS_DER            )                              167        6028      
VARIABLE_LOCAL            self                           170        6115      
PUNTO                     .                              170        6119      
VARIABLE_LOCAL            sincronizar_scroll             170        6120      
PARENTESIS_IZQ            (                              170        6138      
PARENTESIS_DER            )                              170        6139      
VARIABLE_LOCAL            except                         171        6149      
CONSTANTE                 Exception                      171        6156      
VARIABLE_LOCAL            as                             171        6166      
VARIABLE_LOCAL            e                              171        6169      
DOS_PUNTOS                :                              171        6170      
PRINT                     print                          172        6184      
PARENTESIS_IZQ            (                              172        6189      
VARIABLE_LOCAL            f                              172        6190      
STRING                    Error actualizando números de línea: {e} 172        6191      
PARENTESIS_DER            )                              172        6233      
DEF                       def                            174        6240      
VARIABLE_LOCAL            sincronizar_scroll             174        6244      
PARENTESIS_IZQ            (                              174        6262      
VARIABLE_LOCAL            self                           174        6263      
PARENTESIS_DER            )                              174        6267      
DOS_PUNTOS                :                              174        6268      
STRING                                                   175        6278      
STRING                    Sincronizar el scroll entre números de línea y editor 175        6280      
STRING                                                   175        6335      
VARIABLE_LOCAL            try                            176        6346      
DOS_PUNTOS                :                              176        6349      
VARIABLE_LOCAL            first_visible                  178        6418      
ASIGNACION                =                              178        6432      
VARIABLE_LOCAL            self                           178        6434      
PUNTO                     .                              178        6438      
VARIABLE_LOCAL            editor                         178        6439      
PUNTO                     .                              178        6445      
VARIABLE_LOCAL            yview                          178        6446      
PARENTESIS_IZQ            (                              178        6451      
PARENTESIS_DER            )                              178        6452      
CORCHETE_IZQ              [                              178        6453      
INTEGER                   0                              178        6454      
CORCHETE_DER              ]                              178        6455      
VARIABLE_LOCAL            self                           181        6531      
PUNTO                     .                              181        6535      
VARIABLE_LOCAL            line_numbers                   181        6536      
PUNTO                     .                              181        6548      
VARIABLE_LOCAL            yview_moveto                   181        6549      
PARENTESIS_IZQ            (                              181        6561      
VARIABLE_LOCAL            first_visible                  181        6562      
PARENTESIS_DER            )                              181        6575      
VARIABLE_LOCAL            except                         182        6585      
CONSTANTE                 Exception                      182        6592      
VARIABLE_LOCAL            as                             182        6602      
VARIABLE_LOCAL            e                              182        6605      
DOS_PUNTOS                :                              182        6606      
PRINT                     print                          183        6620      
PARENTESIS_IZQ            (                              183        6625      
VARIABLE_LOCAL            f                              183        6626      
STRING                    Error sincronizando scroll: {e} 183        6627      
PARENTESIS_DER            )                              183        6660      
DEF                       def                            185        6675      
VARIABLE_LOCAL            crear_panel_resultados         185        6679      
PARENTESIS_IZQ            (                              185        6701      
VARIABLE_LOCAL            self                           185        6702      
COMA                      ,                              185        6706      
VARIABLE_LOCAL            parent                         185        6708      
PARENTESIS_DER            )                              185        6714      
DOS_PUNTOS                :                              185        6715      
STRING                                                   186        6725      
STRING                    Crear el panel de resultados   186        6727      
STRING                                                   186        6757      
VARIABLE_LOCAL            resultados_frame               187        6768      
ASIGNACION                =                              187        6785      
VARIABLE_LOCAL            tk                             187        6787      
PUNTO                     .                              187        6789      
CONSTANTE                 Frame                          187        6790      
PARENTESIS_IZQ            (                              187        6795      
VARIABLE_LOCAL            parent                         187        6796      
COMA                      ,                              187        6802      
VARIABLE_LOCAL            bg                             187        6804      
ASIGNACION                =                              187        6806      
STRING                    #2d2d44                        187        6807      
COMA                      ,                              187        6816      
VARIABLE_LOCAL            width                          187        6818      
ASIGNACION                =                              187        6823      
INTEGER                   650                            187        6824      
PARENTESIS_DER            )                              187        6827      
VARIABLE_LOCAL            resultados_frame               188        6837      
PUNTO                     .                              188        6853      
VARIABLE_LOCAL            pack                           188        6854      
PARENTESIS_IZQ            (                              188        6858      
VARIABLE_LOCAL            side                           188        6859      
ASIGNACION                =                              188        6863      
STRING                    right                          188        6864      
COMA                      ,                              188        6871      
VARIABLE_LOCAL            fill                           188        6873      
ASIGNACION                =                              188        6877      
STRING                    both                           188        6878      
COMA                      ,                              188        6884      
VARIABLE_LOCAL            expand                         188        6886      
ASIGNACION                =                              188        6892      
CONSTANTE                 True                           188        6893      
COMA                      ,                              188        6897      
VARIABLE_LOCAL            padx                           188        6899      
ASIGNACION                =                              188        6903      
PARENTESIS_IZQ            (                              188        6904      
INTEGER                   5                              188        6905      
COMA                      ,                              188        6906      
INTEGER                   0                              188        6908      
PARENTESIS_DER            )                              188        6909      
PARENTESIS_DER            )                              188        6910      
VARIABLE_LOCAL            resultados_frame               189        6920      
PUNTO                     .                              189        6936      
VARIABLE_LOCAL            pack_propagate                 189        6937      
PARENTESIS_IZQ            (                              189        6951      
CONSTANTE                 False                          189        6952      
PARENTESIS_DER            )                              189        6957      
VARIABLE_LOCAL            header                         192        7003      
ASIGNACION                =                              192        7010      
VARIABLE_LOCAL            tk                             192        7012      
PUNTO                     .                              192        7014      
CONSTANTE                 Frame                          192        7015      
PARENTESIS_IZQ            (                              192        7020      
VARIABLE_LOCAL            resultados_frame               192        7021      
COMA                      ,                              192        7037      
VARIABLE_LOCAL            bg                             192        7039      
ASIGNACION                =                              192        7041      
STRING                    #3d3d5c                        192        7042      
COMA                      ,                              192        7051      
VARIABLE_LOCAL            height                         192        7053      
ASIGNACION                =                              192        7059      
INTEGER                   50                             192        7060      
PARENTESIS_DER            )                              192        7062      
VARIABLE_LOCAL            header                         193        7072      
PUNTO                     .                              193        7078      
VARIABLE_LOCAL            pack                           193        7079      
PARENTESIS_IZQ            (                              193        7083      
VARIABLE_LOCAL            fill                           193        7084      
ASIGNACION                =                              193        7088      
STRING                    x                              193        7089      
PARENTESIS_DER            )                              193        7092      
VARIABLE_LOCAL            header                         194        7102      
PUNTO                     .                              194        7108      
VARIABLE_LOCAL            pack_propagate                 194        7109      
PARENTESIS_IZQ            (                              194        7123      
CONSTANTE                 False                          194        7124      
PARENTESIS_DER            )                              194        7129      
VARIABLE_LOCAL            nombre_frame                   197        7182      
ASIGNACION                =                              197        7195      
VARIABLE_LOCAL            tk                             197        7197      
PUNTO                     .                              197        7199      
CONSTANTE                 Frame                          197        7200      
PARENTESIS_IZQ            (                              197        7205      
VARIABLE_LOCAL            header                         197        7206      
COMA                      ,                              197        7212      
VARIABLE_LOCAL            bg                             197        7214      
ASIGNACION                =                              197        7216      
STRING                    #3d3d5c                        197        7217      
PARENTESIS_DER            )                              197        7226      
VARIABLE_LOCAL            nombre_frame                   198        7236      
PUNTO                     .                              198        7248      
VARIABLE_LOCAL            pack                           198        7249      
PARENTESIS_IZQ            (                              198        7253      
VARIABLE_LOCAL            side                           198        7254      
ASIGNACION                =                              198        7258      
STRING                    left                           198        7259      
COMA                      ,                              198        7265      
VARIABLE_LOCAL            padx                           198        7267      
ASIGNACION                =                              198        7271      
INTEGER                   15                             198        7272      
COMA                      ,                              198        7274      
VARIABLE_LOCAL            pady                           198        7276      
ASIGNACION                =                              198        7280      
INTEGER                   8                              198        7281      
PARENTESIS_DER            )                              198        7282      
VARIABLE_LOCAL            tk                             200        7301      
PUNTO                     .                              200        7303      
CONSTANTE                 Label                          200        7304      
PARENTESIS_IZQ            (                              200        7309      
VARIABLE_LOCAL            nombre_frame                   201        7323      
COMA                      ,                              201        7335      
VARIABLE_LOCAL            text                           202        7349      
ASIGNACION                =                              202        7353      
STRING                    Nombre del Tester:             202        7354      
COMA                      ,                              202        7374      
VARIABLE_LOCAL            font                           203        7388      
ASIGNACION                =                              203        7392      
PARENTESIS_IZQ            (                              203        7393      
STRING                    Segoe UI                       203        7394      
COMA                      ,                              203        7404      
INTEGER                   10                             203        7406      
PARENTESIS_DER            )                              203        7408      
COMA                      ,                              203        7409      
VARIABLE_LOCAL            bg                             204        7423      
ASIGNACION                =                              204        7425      
STRING                    #3d3d5c                        204        7426      
COMA                      ,                              204        7435      
VARIABLE_LOCAL            fg                             205        7449      
ASIGNACION                =                              205        7451      
STRING                    #ffffff                        205        7452      
PARENTESIS_DER            )                              206        7470      
PUNTO                     .                              206        7471      
VARIABLE_LOCAL            pack                           206        7472      
PARENTESIS_IZQ            (                              206        7476      
VARIABLE_LOCAL            side                           206        7477      
ASIGNACION                =                              206        7481      
STRING                    left                           206        7482      
COMA                      ,                              206        7488      
VARIABLE_LOCAL            padx                           206        7490      
ASIGNACION                =                              206        7494      
PARENTESIS_IZQ            (                              206        7495      
INTEGER                   0                              206        7496      
COMA                      ,                              206        7497      
INTEGER                   10                             206        7499      
PARENTESIS_DER            )                              206        7501      
PARENTESIS_DER            )                              206        7502      
VARIABLE_LOCAL            self                           208        7521      
PUNTO                     .                              208        7525      
VARIABLE_LOCAL            nombre_entry                   208        7526      
ASIGNACION                =                              208        7539      
VARIABLE_LOCAL            tk                             208        7541      
PUNTO                     .                              208        7543      
CONSTANTE                 Entry                          208        7544      
PARENTESIS_IZQ            (                              208        7549      
VARIABLE_LOCAL            nombre_frame                   209        7563      
COMA                      ,                              209        7575      
VARIABLE_LOCAL            font                           210        7589      
ASIGNACION                =                              210        7593      
PARENTESIS_IZQ            (                              210        7594      
STRING                    Segoe UI                       210        7595      
COMA                      ,                              210        7605      
INTEGER                   10                             210        7607      
PARENTESIS_DER            )                              210        7609      
COMA                      ,                              210        7610      
VARIABLE_LOCAL            bg                             211        7624      
ASIGNACION                =                              211        7626      
STRING                    #44475a                        211        7627      
COMA                      ,                              211        7636      
VARIABLE_LOCAL            fg                             212        7650      
ASIGNACION                =                              212        7652      
STRING                    #f8f8f2                        212        7653      
COMA                      ,                              212        7662      
VARIABLE_LOCAL            relief                         213        7676      
ASIGNACION                =                              213        7682      
STRING                    flat                           213        7683      
COMA                      ,                              213        7689      
VARIABLE_LOCAL            width                          214        7703      
ASIGNACION                =                              214        7708      
INTEGER                   15                             214        7709      
COMA                      ,                              214        7711      
VARIABLE_LOCAL            insertbackground               215        7725      
ASIGNACION                =                              215        7741      
STRING                    #50fa7b                        215        7742      
PARENTESIS_DER            )                              216        7760      
VARIABLE_LOCAL            self                           217        7770      
PUNTO                     .                              217        7774      
VARIABLE_LOCAL            nombre_entry                   217        7775      
PUNTO                     .                              217        7787      
VARIABLE_LOCAL            pack                           217        7788      
PARENTESIS_IZQ            (                              217        7792      
VARIABLE_LOCAL            side                           217        7793      
ASIGNACION                =                              217        7797      
STRING                    left                           217        7798      
PARENTESIS_DER            )                              217        7804      
VARIABLE_LOCAL            self                           218        7814      
PUNTO                     .                              218        7818      
VARIABLE_LOCAL            nombre_entry                   218        7819      
PUNTO                     .                              218        7831      
VARIABLE_LOCAL            insert                         218        7832      
PARENTESIS_IZQ            (                              218        7838      
INTEGER                   0                              218        7839      
COMA                      ,                              218        7840      
STRING                    Angelo                         218        7842      
PARENTESIS_DER            )                              218        7850      
VARIABLE_LOCAL            style                          221        7902      
ASIGNACION                =                              221        7908      
VARIABLE_LOCAL            ttk                            221        7910      
PUNTO                     .                              221        7913      
CONSTANTE                 Style                          221        7914      
PARENTESIS_IZQ            (                              221        7919      
PARENTESIS_DER            )                              221        7920      
VARIABLE_LOCAL            style                          222        7930      
PUNTO                     .                              222        7935      
VARIABLE_LOCAL            theme_use                      222        7936      
PARENTESIS_IZQ            (                              222        7945      
STRING                    default                        222        7946      
PARENTESIS_DER            )                              222        7955      
VARIABLE_LOCAL            style                          223        7965      
PUNTO                     .                              223        7970      
VARIABLE_LOCAL            configure                      223        7971      
PARENTESIS_IZQ            (                              223        7980      
STRING                    TNotebook                      223        7981      
COMA                      ,                              223        7992      
VARIABLE_LOCAL            background                     223        7994      
ASIGNACION                =                              223        8004      
STRING                    #2d2d44                        223        8005      
COMA                      ,                              223        8014      
VARIABLE_LOCAL            borderwidth                    223        8016      
ASIGNACION                =                              223        8027      
INTEGER                   0                              223        8028      
PARENTESIS_DER            )                              223        8029      
VARIABLE_LOCAL            style                          224        8039      
PUNTO                     .                              224        8044      
VARIABLE_LOCAL            configure                      224        8045      
PARENTESIS_IZQ            (                              224        8054      
STRING                    TNotebook.Tab                  224        8055      
COMA                      ,                              224        8070      
VARIABLE_LOCAL            background                     225        8096      
ASIGNACION                =                              225        8106      
STRING                    #3d3d5c                        225        8107      
COMA                      ,                              225        8116      
VARIABLE_LOCAL            foreground                     226        8141      
ASIGNACION                =                              226        8151      
STRING                    #ffffff                        226        8152      
COMA                      ,                              226        8161      
VARIABLE_LOCAL            padding                        227        8186      
ASIGNACION                =                              227        8193      
CORCHETE_IZQ              [                              227        8194      
INTEGER                   20                             227        8195      
COMA                      ,                              227        8197      
INTEGER                   10                             227        8199      
CORCHETE_DER              ]                              227        8201      
COMA                      ,                              227        8202      
VARIABLE_LOCAL            font                           228        8227      
ASIGNACION                =                              228        8231      
PARENTESIS_IZQ            (                              228        8232      
STRING                    Segoe UI                       228        8233      
COMA                      ,                              228        8243      
INTEGER                   10                             228        8245      
COMA                      ,                              228        8247      
STRING                    bold                           228        8249      
PARENTESIS_DER            )                              228        8255      
PARENTESIS_DER            )                              228        8256      
VARIABLE_LOCAL            style                          229        8266      
PUNTO                     .                              229        8271      
VARIABLE_LOCAL            map                            229        8272      
PARENTESIS_IZQ            (                              229        8275      
STRING                    TNotebook.Tab                  229        8276      
COMA                      ,                              229        8291      
VARIABLE_LOCAL            background                     230        8310      
ASIGNACION                =                              230        8320      
CORCHETE_IZQ              [                              230        8321      
PARENTESIS_IZQ            (                              230        8322      
