====================================================================================================
ANALIZADOR LÉXICO PARA RUBY
====================================================================================================

Usuario: JoseM0lina
Fecha: 17/11/2025 23:02:59
Archivo analizado: Algorithms/Algorithm_JoseMarin_Semantico.rb
====================================================================================================

TOKENS RECONOCIDOS:
----------------------------------------------------------------------------------------------------
Tipo                      Valor                          Línea      Posición  
ELSE                      else                           249        5788      
VARIABLE_LOCAL            estudiantes_regulares          250        5797      
ASIGNACION                =                              250        5819      
VARIABLE_LOCAL            estudiantes_regulares          250        5821      
SUMA                      +                              250        5843      
INTEGER                   1                              250        5845      
END                       end                            251        5849      
VARIABLE_LOCAL            contador_rango                 253        5858      
ASIGNACION                =                              253        5873      
VARIABLE_LOCAL            contador_rango                 253        5875      
SUMA                      +                              253        5890      
INTEGER                   1                              253        5892      
END                       end                            254        5894      
COMENTARIO_LINEA          # Cálculo de porcentajes       256        5899      
VARIABLE_LOCAL            total_evaluados                257        5924      
ASIGNACION                =                              257        5940      
VARIABLE_LOCAL            estudiantes_excelentes         257        5942      
SUMA                      +                              257        5965      
VARIABLE_LOCAL            estudiantes_buenos             257        5967      
SUMA                      +                              257        5986      
VARIABLE_LOCAL            estudiantes_regulares          257        5988      
IF                        if                             259        6011      
VARIABLE_LOCAL            total_evaluados                259        6014      
MAYOR                     >                              259        6030      
INTEGER                   0                              259        6032      
VARIABLE_LOCAL            porcentaje_excelentes          260        6036      
ASIGNACION                =                              260        6058      
VARIABLE_LOCAL            estudiantes_excelentes         260        6060      
MULTIPLICACION            *                              260        6083      
INTEGER                   100                            260        6085      
DIVISION                  /                              260        6089      
VARIABLE_LOCAL            total_evaluados                260        6091      
VARIABLE_LOCAL            porcentaje_buenos              261        6109      
ASIGNACION                =                              261        6127      
VARIABLE_LOCAL            estudiantes_buenos             261        6129      
MULTIPLICACION            *                              261        6148      
INTEGER                   100                            261        6150      
DIVISION                  /                              261        6154      
VARIABLE_LOCAL            total_evaluados                261        6156      
VARIABLE_LOCAL            porcentaje_regulares           262        6174      
ASIGNACION                =                              262        6195      
VARIABLE_LOCAL            estudiantes_regulares          262        6197      
MULTIPLICACION            *                              262        6219      
INTEGER                   100                            262        6221      
DIVISION                  /                              262        6225      
VARIABLE_LOCAL            total_evaluados                262        6227      
END                       end                            263        6243      
COMENTARIO_LINEA          # Proyección de desempeño      265        6248      
VARIABLE_LOCAL            notas_historicas               266        6274      
ASIGNACION                =                              266        6291      
CORCHETE_IZQ              [                              266        6293      
INTEGER                   75                             266        6294      
COMA                      ,                              266        6296      
INTEGER                   78                             266        6298      
COMA                      ,                              266        6300      
INTEGER                   80                             266        6302      
COMA                      ,                              266        6304      
INTEGER                   82                             266        6306      
COMA                      ,                              266        6308      
INTEGER                   85                             266        6310      
CORCHETE_DER              ]                              266        6312      
VARIABLE_LOCAL            tendencia_positiva             267        6314      
ASIGNACION                =                              267        6333      
TRUE                      true                           267        6335      
FOR                       for                            269        6341      
VARIABLE_LOCAL            i                              269        6345      
IN                        in                             269        6347      
INTEGER                   0                              269        6350      
PUNTO                     .                              269        6351      
PUNTO                     .                              269        6352      
INTEGER                   3                              269        6353      
VARIABLE_LOCAL            nota_actual                    270        6357      
ASIGNACION                =                              270        6369      
VARIABLE_LOCAL            notas_historicas               270        6371      
VARIABLE_LOCAL            nota_siguiente                 271        6390      
ASIGNACION                =                              271        6405      
VARIABLE_LOCAL            notas_historicas               271        6407      
COMENTARIO_LINEA          # ERROR: Operador incompatible 273        6429      
VARIABLE_LOCAL            mensaje                        274        6462      
ASIGNACION                =                              274        6470      
STRING                    Tendencia                      274        6472      
MULTIPLICACION            *                              274        6484      
FLOAT                     2.5                            274        6486      
IF                        if                             276        6495      
VARIABLE_LOCAL            nota_siguiente                 276        6498      
MENOR                     <                              276        6513      
VARIABLE_LOCAL            nota_actual                    276        6515      
VARIABLE_LOCAL            tendencia_positiva             277        6531      
ASIGNACION                =                              277        6550      
FALSE                     false                          277        6552      
END                       end                            278        6560      
END                       end                            279        6564      
COMENTARIO_LINEA          # Función para determinar beca 281        6569      
DEF                       def                            282        6600      
VARIABLE_LOCAL            elegible_beca                  282        6604      
PARENTESIS_IZQ            (                              282        6617      
VARIABLE_LOCAL            promedio                       282        6618      
COMA                      ,                              282        6626      
VARIABLE_LOCAL            creditos                       282        6628      
COMA                      ,                              282        6636      
VARIABLE_LOCAL            situacion_economica            282        6638      
PARENTESIS_DER            )                              282        6657      
VARIABLE_LOCAL            requisito_promedio             283        6661      
ASIGNACION                =                              283        6680      
VARIABLE_LOCAL            promedio                       283        6682      
MAYOR_IGUAL               >=                             283        6691      
INTEGER                   85                             283        6694      
VARIABLE_LOCAL            requisito_creditos             284        6699      
ASIGNACION                =                              284        6718      
VARIABLE_LOCAL            creditos                       284        6720      
MAYOR_IGUAL               >=                             284        6729      
INTEGER                   30                             284        6732      
COMENTARIO_LINEA          # ERROR: Variable no declarada en expresión 286        6740      
VARIABLE_LOCAL            requisito_completo             287        6786      
ASIGNACION                =                              287        6805      
VARIABLE_LOCAL            requisito_promedio             287        6807      
AND                       &&                             287        6826      
VARIABLE_LOCAL            requisito_creditos             287        6829      
AND                       &&                             287        6848      
VARIABLE_LOCAL            ingreso_familiar               287        6851      
IF                        if                             289        6873      
VARIABLE_LOCAL            requisito_completo             289        6876      
RETURN                    return                         290        6899      
TRUE                      true                           290        6906      
ELSE                      else                           291        6913      
RETURN                    return                         292        6922      
FALSE                     false                          292        6929      
END                       end                            293        6937      
END                       end                            294        6941      
COMENTARIO_LINEA          # Simulación de sistema de becas 296        6946      
VARIABLE_LOCAL            estudiantes_con_beca           297        6979      
ASIGNACION                =                              297        7000      
INTEGER                   0                              297        7002      
VARIABLE_LOCAL            promedio_becarios              298        7004      
ASIGNACION                =                              298        7022      
INTEGER                   0                              298        7024      
VARIABLE_LOCAL            contador_beca                  300        7027      
ASIGNACION                =                              300        7041      
INTEGER                   0                              300        7043      
WHILE                     while                          301        7045      
VARIABLE_LOCAL            contador_beca                  301        7051      
MENOR                     <                              301        7065      
INTEGER                   5                              301        7067      
VARIABLE_LOCAL            promedio_est                   302        7071      
ASIGNACION                =                              302        7084      
VARIABLE_LOCAL            notas_parcial1                 302        7086      
VARIABLE_LOCAL            creditos_est                   303        7103      
ASIGNACION                =                              303        7116      
INTEGER                   35                             303        7118      
IF                        if                             305        7126      
VARIABLE_LOCAL            promedio_est                   305        7129      
MAYOR_IGUAL               >=                             305        7142      
INTEGER                   85                             305        7145      
VARIABLE_LOCAL            estudiantes_con_beca           306        7152      
ASIGNACION                =                              306        7173      
VARIABLE_LOCAL            estudiantes_con_beca           306        7175      
SUMA                      +                              306        7196      
INTEGER                   1                              306        7198      
VARIABLE_LOCAL            promedio_becarios              307        7204      
ASIGNACION                =                              307        7222      
VARIABLE_LOCAL            promedio_becarios              307        7224      
SUMA                      +                              307        7242      
VARIABLE_LOCAL            promedio_est                   307        7244      
END                       end                            308        7259      
VARIABLE_LOCAL            contador_beca                  310        7268      
ASIGNACION                =                              310        7282      
VARIABLE_LOCAL            contador_beca                  310        7284      
SUMA                      +                              310        7298      
INTEGER                   1                              310        7300      
END                       end                            311        7302      
COMENTARIO_LINEA          # Análisis de asistencia       313        7307      
VARIABLE_LOCAL            asistencias_totales            314        7332      
ASIGNACION                =                              314        7352      
CORCHETE_IZQ              [                              314        7354      
INTEGER                   45                             314        7355      
COMA                      ,                              314        7357      
INTEGER                   48                             314        7359      
COMA                      ,                              314        7361      
INTEGER                   50                             314        7363      
COMA                      ,                              314        7365      
INTEGER                   42                             314        7367      
COMA                      ,                              314        7369      
INTEGER                   47                             314        7371      
CORCHETE_DER              ]                              314        7373      
VARIABLE_LOCAL            clases_totales                 315        7375      
ASIGNACION                =                              315        7390      
INTEGER                   50                             315        7392      
COMENTARIO_LINEA          # Cálculo de porcentaje de asistencia 317        7396      
VARIABLE_LOCAL            porcentaje_asistencia          318        7434      
ASIGNACION                =                              318        7456      
INTEGER                   0                              318        7458      
FOR                       for                            320        7461      
VARIABLE_LOCAL            asistencia                     320        7465      
IN                        in                             320        7476      
VARIABLE_LOCAL            asistencias_totales            320        7479      
VARIABLE_LOCAL            porcentaje_asistencia          321        7501      
ASIGNACION                =                              321        7523      
VARIABLE_LOCAL            asistencia                     321        7525      
MULTIPLICACION            *                              321        7536      
INTEGER                   100                            321        7538      
DIVISION                  /                              321        7542      
VARIABLE_LOCAL            clases_totales                 321        7544      
IF                        if                             323        7564      
VARIABLE_LOCAL            porcentaje_asistencia          323        7567      
MENOR                     <                              323        7589      
INTEGER                   75                             323        7591      
PUTS                      puts                           324        7598      
STRING                    Asistencia insuficiente        324        7603      
END                       end                            325        7631      
END                       end                            326        7635      
COMENTARIO_LINEA          # ERROR: Break fuera de loop   328        7640      
IF                        if                             329        7669      
VARIABLE_LOCAL            porcentaje_asistencia          329        7672      
MENOR                     <                              329        7694      
INTEGER                   80                             329        7696      
PUTS                      puts                           330        7701      
STRING                    Alerta de asistencia           330        7706      
BREAK                     break                          331        7731      
END                       end                            332        7737      
COMENTARIO_LINEA          # Generación de reportes finales 334        7742      
PUTS                      puts                           335        7775      
STRING                    =================================== 335        7780      
PUTS                      puts                           336        7818      
STRING                    REPORTE ACADÉMICO FINAL        336        7823      
PUTS                      puts                           337        7849      
STRING                    =================================== 337        7854      
COMENTARIO_LINEA          # ERROR: Variable no declarada 339        7893      
COMENTARIO_LINEA          # ERROR: Variable global no declarada 340        7924      
VARIABLE_LOCAL            porcentaje_aprobacion          341        7962      
ASIGNACION                =                              341        7984      
VARIABLE_GLOBAL           $aprobados                     341        7986      
MULTIPLICACION            *                              341        7997      
INTEGER                   100                            341        7999      
DIVISION                  /                              341        8003      
VARIABLE_LOCAL            total_estudiantes              341        8005      
PRINT                     print                          343        8024      
STRING                    Estudiantes evaluados:         343        8030      
PUTS                      puts                           344        8056      
VARIABLE_LOCAL            total_estudiantes              344        8061      
PRINT                     print                          346        8080      
STRING                    Estudiantes aprobados:         346        8086      
PUTS                      puts                           347        8112      
VARIABLE_GLOBAL           $aprobados                     347        8117      
PRINT                     print                          349        8129      
STRING                    Tasa de aprobación:            349        8135      
PUTS                      puts                           350        8158      
VARIABLE_LOCAL            porcentaje_aprobacion          350        8163      
COMENTARIO_LINEA          # ERROR: Conversión implícita inválida (string + integer) 352        8186      
VARIABLE_LOCAL            reporte_texto                  353        8244      
ASIGNACION                =                              353        8258      
STRING                    Resumen del período            353        8260      
SUMA                      +                              353        8283      
INTEGER                   2024                           353        8285      
PUTS                      puts                           355        8291      
STRING                    =================================== 355        8296      
PUTS                      puts                           356        8334      
STRING                    Distribución de calificaciones: 356        8339      
PRINT                     print                          357        8373      
STRING                    Excelentes:                    357        8379      
PUTS                      puts                           358        8394      
VARIABLE_LOCAL            estudiantes_excelentes         358        8399      
PRINT                     print                          359        8422      
STRING                    Buenos:                        359        8428      
PUTS                      puts                           360        8439      
VARIABLE_LOCAL            estudiantes_buenos             360        8444      
PRINT                     print                          361        8463      
STRING                    Regulares:                     361        8469      
PUTS                      puts                           362        8483      
VARIABLE_LOCAL            estudiantes_regulares          362        8488      
PUTS                      puts                           364        8511      
STRING                    =================================== 364        8516      
COMENTARIO_LINEA          # Proyección para siguiente período 366        8555      
VARIABLE_LOCAL            meta_aprobacion                367        8591      
ASIGNACION                =                              367        8607      
INTEGER                   85                             367        8609      
COMENTARIO_LINEA          # ERROR: Variable no declarada en operación 369        8613      
VARIABLE_LOCAL            diferencia                     370        8657      
ASIGNACION                =                              370        8668      
VARIABLE_LOCAL            meta_aprobacion                370        8670      
RESTA                     -                              370        8686      
VARIABLE_LOCAL            tasa_actual                    370        8688      
IF                        if                             372        8701      
VARIABLE_LOCAL            diferencia                     372        8704      
MAYOR                     >                              372        8715      
INTEGER                   0                              372        8717      
PUTS                      puts                           373        8721      
STRING                    Se requiere mejorar el rendimiento 373        8726      
VARIABLE_LOCAL            accion_requerida               374        8765      
ASIGNACION                =                              374        8782      
TRUE                      true                           374        8784      
ELSIF                     elsif                          375        8789      
VARIABLE_LOCAL            diferencia                     375        8795      
IGUAL                     ==                             375        8806      
INTEGER                   0                              375        8809      
PUTS                      puts                           376        8813      
STRING                    Meta alcanzada exactamente     376        8818      
VARIABLE_LOCAL            accion_requerida               377        8849      
ASIGNACION                =                              377        8866      
FALSE                     false                          377        8868      
ELSE                      else                           378        8874      
PUTS                      puts                           379        8881      
STRING                    Meta superada                  379        8886      
VARIABLE_LOCAL            accion_requerida               380        8904      
ASIGNACION                =                              380        8921      
FALSE                     false                          380        8923      
END                       end                            381        8929      
PUTS                      puts                           383        8934      
STRING                    =================================== 383        8939      
PUTS                      puts                           384        8977      
STRING                    Sistema de gestión académica finalizado 384        8982      
PUTS                      puts                           385        9024      
STRING                    =================================== 385        9029      
----------------------------------------------------------------------------------------------------
Total de tokens: 990


 ANÁLISIS COMPLETADO SIN ERRORES

====================================================================================================
